"","Year","softwood.timber","hardwood.timber","biodiversity","carbon","flood.regulation","recreation","livestock","crop.service","employment"
"15",2029,87.6126705882353,27.3821176470588,62035.6703529412,37476.7227764706,12550.1004117647,6914.50028235294,821.488564705882,259.471388235294,2914.46565882353
"16",2030,88.4976470588235,29.1154117647059,62372.8207352941,37680.4006176471,13104.8574411765,6952.07908823529,825.953176470588,260.881558823529,2943.90470588235
"17",2031,89.3826235294118,30.8487058823529,62709.9711176471,37884.0784588235,13659.6144705882,6989.65789411765,830.417788235294,262.291729411765,2973.34375294118
"18",2032,90.2676,32.582,63047.1215,38087.7563,14214.3715,7027.2367,834.8824,263.7019,3002.7828
"19",2033,91.1525764705882,34.3152941176471,63384.2718823529,38291.4341411765,14769.1285294118,7064.81550588235,839.347011764706,265.112070588235,3032.22184705882
"20",2034,92.0375529411765,36.0485882352941,63721.4222647059,38495.1119823529,15323.8855588235,7102.39431176471,843.811623529412,266.522241176471,3061.66089411765
"21",2035,92.9225294117647,37.7818823529412,64058.5726470588,38698.7898235294,15878.6425882353,7139.97311764706,848.276235294118,267.932411764706,3091.09994117647
"22",2036,93.8075058823529,39.5151764705882,64395.7230294118,38902.4676647059,16433.3996176471,7177.55192352941,852.740847058824,269.342582352941,3120.53898823529
"23",2037,94.6924823529412,41.2484705882353,64732.8734117647,39106.1455058823,16988.1566470588,7215.13072941177,857.20545882353,270.752752941176,3149.97803529412
"24",2038,95.5774588235294,42.9817647058823,65070.0237941176,39309.8233470588,17542.9136764706,7252.70953529412,861.670070588235,272.162923529412,3179.41708235294
"25",2039,96.4624352941177,44.7150588235294,65407.1741764706,39513.5011882353,18097.6707058824,7290.28834117647,866.134682352941,273.573094117647,3208.85612941176
"26",2040,97.3474117647059,46.4483529411765,65744.3245588235,39717.1790294118,18652.4277352941,7327.86714705882,870.599294117647,274.983264705882,3238.29517647059
"27",2041,98.2323882352941,48.1816470588235,66081.4749411765,39920.8568705882,19207.1847647059,7365.44595294118,875.063905882353,276.393435294118,3267.73422352941
"28",2042,99.1173647058824,49.9149411764706,66418.6253235294,40124.5347117647,19761.9417941176,7403.02475882353,879.528517647059,277.803605882353,3297.17327058824
"29",2043,100.002341176471,51.6482352941176,66755.7757058823,40328.2125529412,20316.6988235294,7440.60356470588,883.993129411765,279.213776470588,3326.61231764706
"30",2044,100.887317647059,53.3815294117647,67092.9260882353,40531.8903941176,20871.4558529412,7478.18237058824,888.457741176471,280.623947058824,3356.05136470588
"31",2045,101.772294117647,55.1148235294118,67430.0764705882,40735.5682352941,21426.2128823529,7515.76117647059,892.922352941177,282.034117647059,3385.49041176471
"32",2046,102.657270588235,56.8481176470588,67767.2268529412,40939.2460764706,21980.9699117647,7553.33998235294,897.386964705882,283.444288235294,3414.92945882353
"33",2047,103.542247058824,58.5814117647059,68104.3772352941,41142.9239176471,22535.7269411765,7590.91878823529,901.851576470588,284.854458823529,3444.36850588235
"34",2048,104.427223529412,60.3147058823529,68441.5276176471,41346.6017588235,23090.4839705882,7628.49759411765,906.316188235294,286.264629411765,3473.80755294118
"35",2049,105.3122,62.048,68778.678,41550.2796,23645.241,7666.0764,910.7808,287.6748,3503.2466
"36",2050,106.197176470588,63.7812941176471,69115.8283823529,41753.9574411765,24199.9980294118,7703.65520588235,915.245411764706,289.084970588235,3532.68564705882
"37",2051,107.082152941176,65.5145882352941,69452.9787647059,41957.6352823529,24754.7550588235,7741.23401176471,919.710023529412,290.495141176471,3562.12469411765
"38",2052,107.967129411765,67.2478823529412,69790.1291470588,42161.3131235294,25309.5120882353,7778.81281764706,924.174635294118,291.905311764706,3591.56374117647
"39",2053,108.852105882353,68.9811764705882,70127.2795294118,42364.9909647059,25864.2691176471,7816.39162352941,928.639247058824,293.315482352941,3621.00278823529
"40",2054,109.737082352941,70.7144705882353,70464.4299117647,42568.6688058823,26419.0261470588,7853.97042941176,933.103858823529,294.725652941176,3650.44183529412
"41",2055,110.622058823529,72.4477647058823,70801.5802941177,42772.3466470588,26973.7831764706,7891.54923529412,937.568470588235,296.135823529412,3679.88088235294
"42",2056,111.507035294118,74.1810588235294,71138.7306764706,42976.0244882353,27528.5402058823,7929.12804117647,942.033082352941,297.545994117647,3709.31992941176
"43",2057,112.392011764706,75.9143529411765,71475.8810588235,43179.7023294118,28083.2972352941,7966.70684705882,946.497694117647,298.956164705882,3738.75897647059
"44",2058,113.276988235294,77.6476470588235,71813.0314411765,43383.3801705882,28638.0542647059,8004.28565294118,950.962305882353,300.366335294118,3768.19802352941
"45",2059,114.161964705882,79.3809411764706,72150.1818235294,43587.0580117647,29192.8112941176,8041.86445882353,955.426917647059,301.776505882353,3797.63707058824
"46",2060,115.046941176471,81.1142352941176,72487.3322058824,43790.7358529412,29747.5683235294,8079.44326470588,959.891529411765,303.186676470588,3827.07611764706
"47",2061,115.931917647059,82.8475294117647,72824.4825882353,43994.4136941176,30302.3253529412,8117.02207058823,964.356141176471,304.596847058824,3856.51516470588
"48",2062,116.816894117647,84.5808235294118,73161.6329705882,44198.0915352941,30857.0823823529,8154.60087647059,968.820752941177,306.007017647059,3885.95421176471
"49",2063,117.701870588235,86.3141176470588,73498.7833529412,44401.7693764706,31411.8394117647,8192.17968235294,973.285364705882,307.417188235294,3915.39325882353
"50",2064,118.586847058824,88.0474117647059,73835.9337352941,44605.4472176471,31966.5964411765,8229.75848823529,977.749976470588,308.827358823529,3944.83230588235
"51",2065,119.471823529412,89.7807058823529,74173.0841176471,44809.1250588235,32521.3534705882,8267.33729411765,982.214588235294,310.237529411765,3974.27135294118
"52",2066,120.3568,91.514,74510.2345,45012.8029,33076.1105,8304.9161,986.6792,311.6477,4003.7104
"53",2067,121.241776470588,93.247294117647,74847.3848823529,45216.4807411765,33630.8675294118,8342.49490588235,991.143811764706,313.057870588235,4033.14944705882
"54",2068,122.126752941176,94.9805882352941,75184.5352647059,45420.1585823529,34185.6245588235,8380.07371176471,995.608423529412,314.468041176471,4062.58849411765
"55",2069,123.011729411765,96.7138823529412,75521.6856470588,45623.8364235294,34740.3815882353,8417.65251764706,1000.07303529412,315.878211764706,4092.02754117647
"56",2070,123.896705882353,98.4471764705882,75858.8360294118,45827.5142647059,35295.1386176471,8455.23132352941,1004.53764705882,317.288382352941,4121.46658823529
"57",2071,124.781682352941,100.180470588235,76195.9864117647,46031.1921058824,35849.8956470588,8492.81012941176,1009.00225882353,318.698552941176,4150.90563529412
"58",2072,125.666658823529,101.913764705882,76533.1367941177,46234.8699470588,36404.6526764706,8530.38893529412,1013.46687058824,320.108723529412,4180.34468235294
"59",2073,126.551635294118,103.647058823529,76870.2871764706,46438.5477882353,36959.4097058824,8567.96774117647,1017.93148235294,321.518894117647,4209.78372941176
"60",2074,127.436611764706,105.380352941176,77207.4375588235,46642.2256294118,37514.1667352941,8605.54654705882,1022.39609411765,322.929064705882,4239.22277647059
"61",2075,128.321588235294,107.113647058824,77544.5879411765,46845.9034705882,38068.9237647059,8643.12535294118,1026.86070588235,324.339235294118,4268.66182352941
"62",2076,129.206564705882,108.846941176471,77881.7383235294,47049.5813117647,38623.6807941176,8680.70415882353,1031.32531764706,325.749405882353,4298.10087058824
"63",2077,130.091541176471,110.580235294118,78218.8887058824,47253.2591529412,39178.4378235294,8718.28296470588,1035.78992941176,327.159576470588,4327.53991764706
"64",2078,130.976517647059,112.313529411765,78556.0390882353,47456.9369941176,39733.1948529412,8755.86177058824,1040.25454117647,328.569747058824,4356.97896470588
"65",2079,131.861494117647,114.046823529412,78893.1894705882,47660.6148352941,40287.9518823529,8793.44057647059,1044.71915294118,329.979917647059,4386.41801176471
"66",2080,132.746470588235,115.780117647059,79230.3398529412,47864.2926764706,40842.7089117647,8831.01938235294,1049.18376470588,331.390088235294,4415.85705882353
"67",2081,133.631447058824,117.513411764706,79567.4902352941,48067.9705176471,41397.4659411765,8868.59818823529,1053.64837647059,332.800258823529,4445.29610588235
"68",2082,134.516423529412,119.246705882353,79904.6406176471,48271.6483588235,41952.2229705882,8906.17699411765,1058.11298823529,334.210429411765,4474.73515294118
"69",2083,135.4014,120.98,80241.791,48475.3262,42506.98,8943.7558,1062.5776,335.6206,4504.1742
"70",2084,136.286376470588,122.713294117647,80578.9413823529,48679.0040411765,43061.7370294118,8981.33460588235,1067.04221176471,337.030770588235,4533.61324705882
"71",2085,137.171352941176,124.446588235294,80916.0917647059,48882.6818823529,43616.4940588235,9018.9134117647,1071.50682352941,338.440941176471,4563.05229411765
"72",2086,138.056329411765,126.179882352941,81253.2421470588,49086.3597235294,44171.2510882353,9056.49221764706,1075.97143529412,339.851111764706,4592.49134117647
"73",2087,138.941305882353,127.913176470588,81590.3925294118,49290.0375647059,44726.0081176471,9094.07102352941,1080.43604705882,341.261282352941,4621.93038823529
"74",2088,139.826282352941,129.646470588235,81927.5429117647,49493.7154058824,45280.7651470588,9131.64982941176,1084.90065882353,342.671452941176,4651.36943529412
"75",2089,140.711258823529,131.379764705882,82264.6932941176,49697.3932470588,45835.5221764706,9169.22863529412,1089.36527058824,344.081623529412,4680.80848235294
"76",2090,141.596235294118,133.113058823529,82601.8436764706,49901.0710882353,46390.2792058823,9206.80744117647,1093.82988235294,345.491794117647,4710.24752941176
"77",2091,142.481211764706,134.846352941176,82938.9940588235,50104.7489294118,46945.0362352941,9244.38624705882,1098.29449411765,346.901964705882,4739.68657647059
"78",2092,143.366188235294,136.579647058824,83276.1444411765,50308.4267705882,47499.7932647059,9281.96505294118,1102.75910588235,348.312135294118,4769.12562352941
"79",2093,144.251164705882,138.312941176471,83613.2948235294,50512.1046117647,48054.5502941176,9319.54385882353,1107.22371764706,349.722305882353,4798.56467058824
"80",2094,145.136141176471,140.046235294118,83950.4452058824,50715.7824529412,48609.3073235294,9357.12266470588,1111.68832941176,351.132476470588,4828.00371764706
"81",2095,146.021117647059,141.779529411765,84287.5955882353,50919.4602941176,49164.0643529412,9394.70147058824,1116.15294117647,352.542647058824,4857.44276470588
"82",2096,146.906094117647,143.512823529412,84624.7459705882,51123.1381352941,49718.8213823529,9432.28027647059,1120.61755294118,353.952817647059,4886.88181176471
"83",2097,147.791070588235,145.246117647059,84961.8963529412,51326.8159764706,50273.5784117647,9469.85908235294,1125.08216470588,355.362988235294,4916.32085882353
"84",2098,148.676047058824,146.979411764706,85299.0467352941,51530.4938176471,50828.3354411765,9507.43788823529,1129.54677647059,356.773158823529,4945.75990588235
"85",2099,149.561023529412,148.712705882353,85636.1971176471,51734.1716588235,51383.0924705882,9545.01669411765,1134.01138823529,358.183329411765,4975.19895294118
"86",2100,150.446,150.446,85973.3475,51937.8495,51937.8495,9582.5955,1138.476,359.5935,5004.638
